Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Rio de Janeiro;Campos;7-SA-3HPA-RJS;7SAEZ               ;SALEMA;Shell Brasil;480000037109760;2016/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;FPSO Fluminense;UEP;0
Rio de Janeiro;Campos;7-SA-5HP-RJS;7SAF                ;SALEMA;Shell Brasil;480000037109760;2016/01;1.266,0665;0,0000;1.266,0665;24,6975;0,0000;24,6975;731,42775;1.709,7363;FPSO Fluminense;UEP;604
Rio de Janeiro;Campos;7-SA-7HP-RJS;7SA7HPRJS           ;SALEMA;Shell Brasil;480000037109760;2016/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;FPSO Fluminense;UEP;0
Rio de Janeiro;Campos;7-SA-8H-RJS;SA-K                ;SALEMA;Shell Brasil;480000037109760;2016/01;1.677,8770;0,0000;1.677,8770;32,6582;0,0000;32,6582;967,18834;462,8971;FPSO Fluminense;UEP;604
Rio de Janeiro;Campos;7-FR-2HP-RJS;7ODP1               ;FRADE;Chevron Frade;480000038969720;2016/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;FPSO FRADE;UEP;0
Rio de Janeiro;Campos;7-FR-8HP-RJS;MUP2ST              ;FRADE;Chevron Frade;480000038969720;2016/01;3.005,0683;0,0000;3.005,0683;24,0796;0,0000;24,0796;745,15126;1.880,8804;FPSO FRADE;UEP;727
Rio de Janeiro;Campos;7-FR-15HP-RJS;N5P1                ;FRADE;Chevron Frade;480000038969720;2016/01;1.733,1693;0,0000;1.733,1693;17,6500;0,0000;17,6500;546,18544;575,5176;FPSO FRADE;UEP;725
Rio de Janeiro;Campos;7-FR-21HP-RJS;OUP1                ;FRADE;Chevron Frade;480000038969720;2016/01;1.913,7782;0,0000;1.913,7782;18,7579;0,0000;18,7579;580,46911;15.752,8718;FPSO FRADE;UEP;727
Rio de Janeiro;Campos;7-FR-25HP-RJS;MUP4                ;FRADE;Chevron Frade;480000038969720;2016/01;5.445,9103;0,0000;5.445,9103;62,8059;0,0000;62,8059;1.943,54962;1.607,2433;FPSO FRADE;UEP;729
Rio de Janeiro;Campos;7-FR-26HP-RJS;MDP1-ST2            ;FRADE;Chevron Frade;480000038969720;2016/01;2.151,6588;0,0000;2.151,6588;29,8521;0,0000;29,8521;923,78227;177,9692;FPSO FRADE;UEP;724
Rio de Janeiro;Campos;7-FR-33HP-RJS;7OUP2               ;FRADE;Chevron Frade;480000038969720;2016/01;2.194,0967;0,0000;2.194,0967;27,8895;0,0000;27,8895;863,04932;0,0000;FPSO FRADE;UEP;737
Rio de Janeiro;Campos;7-FR-34HP-RJS;ODP3                ;FRADE;Chevron Frade;480000038969720;2016/01;2.816,2421;0,0000;2.816,2421;26,7383;0,0000;26,7383;827,42517;0,0000;FPSO FRADE;UEP;735
Rio de Janeiro;Campos;7-FR-40HP-RJS;OUP3N570U           ;FRADE;Chevron Frade;480000038969720;2016/01;2.106,5466;0,0000;2.106,5466;19,3547;0,0000;19,3547;598,93896;0,0000;FPSO FRADE;UEP;737
Rio de Janeiro;Campos;7-FR-30H-RJS;MDP2                ;FRADE;Chevron Frade;480000038969720;2016/01;2.021,0600;0,0000;2.021,0600;30,1995;0,0000;30,1995;934,53372;23,8627;FPSO FRADE;UEP;734
Rio de Janeiro;Campos;7-FR-42H-RJS;MUP3-N570U          ;FRADE;Chevron Frade;480000038969720;2016/01;538,5011;0,0000;538,5011;6,1904;0,0000;6,1904;191,56409;398,6137;FPSO FRADE;UEP;725
Rio de Janeiro;Campos;7-POL-1H-RJS;7POL1HRJS           ;POLVO;PetroRio O&G;486100038882000;2016/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Polvo A;UEP;0
Rio de Janeiro;Campos;7-POL-2HPB-RJS;7POL2HPBRJS         ;POLVO;PetroRio O&G;486100038882000;2016/01;613,0647;0,0000;613,0647;1,4392;0,0000;1,4392;40,87366;5.023,7605;Polvo A;UEP;736
Rio de Janeiro;Campos;7-POL-4HP-RJS;7POL4HPRJS          ;POLVO;PetroRio O&G;486100038882000;2016/01;8,7854;0,0000;8,7854;0,0212;0,0000;0,0212;0,60079;63,4601;Polvo A;UEP;33
Rio de Janeiro;Campos;7-POL-5HA-RJS;POL-F2              ;POLVO;PetroRio O&G;486100038882000;2016/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Polvo A;UEP;0
Rio de Janeiro;Campos;7-POL-7HP-RJS;POL-Gx              ;POLVO;PetroRio O&G;486100038882000;2016/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Polvo A;UEP;0
Rio de Janeiro;Campos;7-POL-11HP-RJS;POL-DY              ;POLVO;PetroRio O&G;486100038882000;2016/01;1.280,9336;0,0000;1.280,9336;4,0698;0,0000;4,0698;115,58195;4.500,8196;Polvo A;UEP;742
Rio de Janeiro;Campos;7-POL-12H-RJS;POL-R               ;POLVO;PetroRio O&G;486100038882000;2016/01;795,1253;0,0000;795,1253;3,6408;0,0000;3,6408;103,39800;2.308,5794;Polvo A;UEP;742
Rio de Janeiro;Campos;7-POL-13H-RJS;POL-S               ;POLVO;PetroRio O&G;486100038882000;2016/01;138,5649;0,0000;138,5649;0,6354;0,0000;0,6354;18,04570;3.126,3217;Polvo A;UEP;742
Rio de Janeiro;Campos;7-POL-14H-RJS;POL-T               ;POLVO;PetroRio O&G;486100038882000;2016/01;480,3402;0,0000;480,3402;1,5692;0,0000;1,5692;44,56450;3.195,0551;Polvo A;UEP;742
Rio de Janeiro;Campos;7-POL-15H-RJS;POL-U               ;POLVO;PetroRio O&G;486100038882000;2016/01;192,6161;0,0000;192,6161;0,4171;0,0000;0,4171;11,84623;1.715,5477;Polvo A;UEP;735
Rio de Janeiro;Campos;7-POL-16H-RJS;POL-W               ;POLVO;PetroRio O&G;486100038882000;2016/01;1.726,2179;0,0000;1.726,2179;1,9143;0,0000;1,9143;54,36594;200,0464;Polvo A;UEP;743
Rio de Janeiro;Campos;7-POL-20H-RJS;POL-J               ;POLVO;PetroRio O&G;486100038882000;2016/01;64,1461;0,0000;64,1461;0,4996;0,0000;0,4996;14,18750;2.926,0825;Polvo A;UEP;744
Rio de Janeiro;Campos;7-POL-24HP-RJS;POL-Oy              ;POLVO;PetroRio O&G;486100038882000;2016/01;1.185,1605;0,0000;1.185,1605;4,3987;0,0000;4,3987;124,92215;5.784,1681;Polvo A;UEP;502
Rio de Janeiro;Campos;7-POL-32HP-RJS;POL-Xc              ;POLVO;PetroRio O&G;486100038882000;2016/01;609,5187;0,0000;609,5187;4,4688;0,0000;4,4688;126,91140;5.828,6208;Polvo A;UEP;743
Espírito Santo;Campos;7-ABA-2D-ESS;7ABA2DESS           ;ABALONE;Shell Brasil;480000035529711;2016/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;FPSO ESPIRITO SANTO;UEP;0
Rio de Janeiro;Campos;7-BJ-9H-RJS;7BJW                ;BIJUPIRÁ;Shell Brasil;480000037099781;2016/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;FPSO Fluminense;UEP;0
